,Unnamed: 0,주제,제목,내용
2265,379,안전,[2122915] 철도안전법 일부개정법률안(김성원의원 등 11인) 입법예고중,"제안이유 및 주요내용

  현행법에서는 열차와 승객의 안전을 위하여 열차 내 승객의 금지행위로서 술을 마시거나 약물을 복용하고 다른 사람에게 위해를 주는 행위를 규정하고 있으며, 이를 위반할 경우 1년 이하의 징역 또는 1천만원 이하의 벌금에 처하도록 규정하고 있음.
  그러나 술을 마시거나 약물을 복용한 승객이 열차 내 다른 사람에게 위해를 주는 행위가 지속적으로 발생하고 있음에도 불구하고, 현행법으로는 제재의 실효성에 한계가 있다는 지적이 있음.
  이에 위와 같은 금지행위를 위반하는 경우 3년 이하의 징역 또는 3천만원 이하의 벌금에 처하도록 처벌을 강화함으로써 열차 내 불법행위를 억제하고 열차 승객의 안전성을 확보하려는 것임(안 제79조제2항제8호)."
2266,380,안전,[2122900] 항공안전법 일부개정법률안(엄태영의원 등 10인) 입법예고중,"제안이유 및 주요내용

  현행법은 항공분야의 국제협약을 준수하기 위하여 「국제민간항공협약」과 그 부속서의 규정 중 표준(Standard)과 권고사항(Recommended Practices)에 따라 항공안전에 관한 사항을 규정함을 목적으로 하고 있음.
  그런데 현재 「국제민간항공협약」과 그 부속서의 표준 규정에서 항공기의 표준 출발ㆍ도착 절차, 접근 절차 및 항공로 등에 관한 사항인 계기비행절차를 마련하도록 의무를 부과하고 있음에도 불구하고, 현행법은 계기비행절차의 마련에 대한 법적 근거가 미비한 실정임.
  한편, 현행법은 항공안전에 관한 전반적인 권한을 국토교통부장관에게 부여하고 있으나, 일부가 현행법의 하위 시행령이 아닌 다른 명령인 「행정권한의 위임 및 위탁에 관한 규정」에 규정되어 법체계에 부합되지 않는다는 지적이 제기되고 있음.
  이에 국토교통부장관 또는 항공교통업무증명을 받은 자가 항공기의 표준 출발ㆍ도착 절차 및 접근 절차 등 계기비행절차를 설정ㆍ공고하도록 규정하여 국제협약을 준수하고, 국토교통부장관의 권한을 이 법에 따른 시행령에 규정할 수 있도록 변경함으로써 우리 항공안전체계에 대한 국제적인 신뢰도와 위상을 제고함은 물론, 법률의 체계성과 정합성을 도모하려는 것임(안 제78조제3항？제4항？제5항 및 제135조제1항？제9항 등)."
2267,381,안전,[2122888] 전기안전관리법 일부개정법률안(정운천의원 등 10인) 입법예고중,"제안이유 및 주요내용

  현행법은 전기설비의 안전한 관리를 위하여 전기사업자나 자가용전기설비의 소유자 등은 전기설비의 공사ㆍ유지ㆍ관리 및 운영에 관한 안전관리 업무를 수행하기 위하여 일정한 전문자격을 갖춘 자를 전기안전관리자로 선임하도록 하되, 안전관리 업무를 위탁할 수 있는 규정을 두어 자본금, 기술인력, 장비 등 일정 요건을 갖춘 전기안전관리업무를 전문으로 하는 자나 주택과 같은 시설물관리를 전문으로 하는 자에게 전기안전관리 업무를 위탁할 수 있도록 하고 있음.
  그런데 시설물관리를 전문으로 하는 자는 현행법 시행령에 따라 자본금 2억원 이상, 전기기사 등 전문 기술인력 10명 이상, 공용장비 12대 이상 등의 조건을 모두 갖추어야 전기안전관리 업무를 위탁받을 수 있으나, 영세한 소규모 주택관리업자의 경우 현실적으로 해당 조건을 모두 갖추기 어려워 안전관리 업무를 위탁을 받을 수 없는 등 사업체 운영에 어려움을 겪고 있으므로 이를 개선할 필요가 있다는 의견이 제기됨.
  이에 시설물관리를 전문으로 하는 자의 경우 위탁받은 전기안전관리 업무의 규모를 고려하여 해당 요건을 달리 정할 수 있도록 함으로써 영세 시설물관리 업체의 경영 안정화를 도모하려는 것임(안 제22조제2항제2호 후단 신설)."
2268,382,안전,[2122825] 위험물안전관리법 일부개정법률안(박주민의원 등 10인) 입법예고중,"제안이유

  현행 「위험물안전관리법」 및 그 시행령은 석유류, 알코올류 등을 비롯한 인화성액체, 산화성액체 등을 ‘위험물’로 정의하고, 이를 저장 또는 취급하려는 자에게 엄격한 관리의무를 부과하고 있음.
  그러나 주유소 등 위험물의 제조소ㆍ저장소ㆍ취급소(“제조소등”)에서 담배를 피우는 자에 대해서는 법률상의 제재가 사실상 없는 실정이며, 국민의 건강생활 실천을 목적으로 하는 「국민건강증진법」상에서 휴게소 전체가 금연구역으로 지정되거나 지방자치단체가 금연구역으로 설정한 경우에 한해 10만 원 이하의 과태료를 부과할 수 있을 뿐임. 
  반면 LPG충전소에서의 흡연은 「액화석유가스의 안전관리 및 사업법」을 통해 이미 법률상 명시적으로 금지되어 있으며, 이를 위반하는 경우 100만원 이하의 과태료를 부과하고 있음.
  이에 LPG충전소와 마찬가지로 주유소 등 위험물을 취급하는 시설에서의 흡연을 명시적으로 금지하며, 제조소등의 관계인으로 하여금 해당 시설을 금연구역으로 설정하고 금연구역임을 알리는 표지를 설치하도록 하는 동시에 흡연 및 흡연시도를 제지할 의무를 함께 부과하려는 것임.


주요내용

가. 누구든지 주유소 등 대통령령으로 정하는 제조소등(법 제2조에 따른 위험물의 제조소ㆍ저장소 및 취급소를 말함)에서 흡연을 하지 아니할 의무를 신설하고, 이를 위반하는 경우 100만원 이하의 과태료를 부과함(안 제19조의2제1항 신설 등).
나. 제조소등의 관계인(법 제11조에 따른 소유자ㆍ점유자 또는 관리자를 말함)으로 하여금 해당 시설의 전체를 금연구역으로 설정하도록 하고, 금연구역을 알리는 표지를 함께 설치하도록 하며, 그 표지 설치의 기준ㆍ방법 등은 대통령령으로 정함(안 제19조의2제2항 신설).
다. 제조소등의 관계인이 금연구역을 설정하지 아니하거나 표지를 설치하지 아니하는 경우 특별자치시장ㆍ특별자치도지사ㆍ시장ㆍ군수ㆍ구청장이 시정을 명할 수 있도록 하고, 이를 따르지 아니하는 경우 500만원 이하의 과태료를 부과함(안 제19조의2제4항 신설 등).
라. 제조소등의 관계인으로 하여금 종업원, 이용자 등이 흡연을 하거나 흡연을 시도하는 경우 이를 제지할 의무를 신설하고, 해당 제조소등에서 흡연으로 인한 사고가 없도록 종업원을 교육하도록 함(안 제19조의2제3항 신설)."
2269,383,안전,[2122818] 생활화학제품 및 살생물제의 안전관리에 관한 법률 일부개정법률안(김승남의원 등 12인) 입법예고중,"제안이유 및 주요내용

  현행법은 국민의 건강 및 환경을 보호하기 위하여 위해성평가 결과 위해성이 있다고 인정되는 안전확인대상생활화학제품을 제조하거나 수입하여 국내에 판매 또는 유통시키려는 자가 해당 제품의 겉면 또는 포장에 제품의 명칭, 주의사항 등을 표시하도록 하고, 어린이, 임산부 등 화학물질 등의 노출에 취약한 계층은 우선적으로 배려하여 관리하도록 하고 있음.
  그런데 현행법의 안전확인대상생활화학제품은 점자나 음성 등 장애인이 활용할 수 있는 형태로 표시되고 있지 않아 장애인은 위해성 있는 화학물질 등의 정보를 습득하기 어려워 화학물질 등 노출 취약계층에 장애인을 명시적으로 포함하고, 점자나 음성 등의 표기를 의무화해야 한다는 의견이 있음.
  이에 노출 취약계층에 장애인을 포함하도록 하고, 안전확인대상생활화학제품의 표기 의무에 환경부령으로 정하는 사항을 점자 및 음성ㆍ수어영상변환용 코드 등의 표시를 하도록 규정하는 한편, 이를 위반할 경우 과태료를 부과하도록 함으로써 장애인의 정보 접근성을 보장하고 위해성 있는 화학물질 등으로부터 보호를 강화하려는 것임(안 제10조제9항 신설 등)."
2270,384,안전,[2122646] 재난 및 안전관리 기본법 일부개정법률안(김희곤의원 등 10인) 입법예고중,"제안이유 및 주요내용

  매년 여름철에 물놀이 안전사고와 이로 인한 인명 피해가 지속적으로 발생하고 있음. 현재 시행되고 있는 인력 위주의 안전관리는 사각지대의 위험요인을 조기에 확인하는 데는 한계가 있다는 의견이 있음.
  이에 국가 및 지방자치단체가 물놀이 안전관리를 위하여 필요한 기능을 갖춘 드론ㆍ통신체계ㆍ조종인력 등으로 구성된 물놀이 안전관리 드론시스템을 구축ㆍ운영할 수 있도록 하려는 것임(안 제66조의13 신설)."
2271,385,안전,[2122549] 소방공무원 보건안전 및 복지 기본법 일부개정법률안(신현영의원 등 10인) 입법예고중,"제안이유 및 주요내용

  150여명이 넘는 사람이 압사로 사망한 10.29 참사 당시 구조 작업에 나선 소방인력들은 속출하는 사상자와 아비규환의 현장을 보며 심각한 외상 후 스트레스 등 정신적 충격을 호소하고 있음. 특히 10.29를 겪은 소방관 중 두 명은 사고 이후 출동한 다른 현장에서 신고자에게 폭행을 당해 중상을 입는 등 심각한 정신적, 육체적 고통을 겪고 있는 상황임. 
  현재 많은 소방공무원들이 외상 후 스트레스 장애, 우울증, 수면장애 등을 호소하고 있어, 외상 후 스트레스 장애 등의 회복 및 자살 예방에 대한 대책 마련이 시급한 상황임.
  이에 소방공무원의 외상 후 스트레스 장애 등의 회복 및 자살 예방 등 심신건강의 안정과 치료를 효과적으로 지원할 수 있는 법적근거를 마련하고 소방활동으로 신체적·정신적 피해가 있는 경우 특별휴가를 사용할 수 있도록 하려는 것임(안 제10조의2 및 제19조 신설)."
2272,386,안전,[2122485] 재난 및 안전관리 기본법 일부개정법률안(신현영의원 등 10인) 입법예고중,"제안이유 및 주요내용

  현행법은 국가와 지방자치단체가 재난으로 피해를 입은 시설의 복구와 피해주민의 생계 안정 및 피해기업의 경영 안정을 위하여 사망자·실종자·부상자 등 피해주민에 대한 구호 및 주거용 건축물의 복구비 지원 등을 할 수 있도록 규정하고 있음.
  그러나 재난으로 피해를 입은 사람들에 대한 의료지원금은 규정되어 있지 않아 이를 추가할 필요가 있다는 지적이 있음. 특히 재난 피해자의 경우 장기적으로 후유증이 발생하는 경우가 많아 재난 당시의 구호 조치 외에도 후유증의 치료와 간병 등에 발생하는 비용을 지급할 수 있도록 명시해야 한다는 의견이 있음.
  이에 피해자의 재난으로 인한 신체적·정신적 질병 및 그 부상과 그 후유증의 치료, 간병 또는 보조장구 사용에 소요되는 비용을 지원하여 재난으로 피해를 입은 국민의 신체적·정신적 건강의 회복에 이바지하려는 것임(안 제66조제3항제9호 신설)."
2273,387,안전,[2122383] 교통안전법 일부개정법률안(이헌승의원 등 13인) 입법예고중,"제안이유 및 주요내용

  현행법은 국가의 전반적인 교통안전수준의 향상을 도모하기 위하여 시·도지사 및 시장·군수·구청장(이하 ‘시·도지사 등’)이 소관 지역의 교통안전기본계획을 5년 단위로 수립하도록 하고 있음.
  그런데 최근 부산의 한 초등학교 인근 어린이보호구역에서 화물이 비탈길을 타고 등교 중이던 아동들을 덮치면서 사망하거나 다치는 사고가 발생했고 이는 현행법상 교통안전기본계획을 수립하는 과정에서 주민과 관계 전문가의 의견을 청취하는 절차가 마련되어 있지 않아 지역 주민과 전문가들의 교통정책 관련 의견이나 안전조치 요구사항이 제대로 반영되지 못했기 때문이라는 지적이 제기되고 있음.
  이에 시·도지사 등이 교통안전기본계획을 수립하거나 변경할 때 주민 및 관계 전문가의 의견을 듣도록 함으로써 지역의 실질적인 교통안전 수요를 충족시키는 기본계획의 수립과 교통안전의 증진에 이바지하려는 것임(안 제17조제6항 신설 등)."
2274,388,안전,[2122364] 어린이제품 안전 특별법 일부개정법률안(박영순의원 등 10인) 입법예고중,"제안이유 및 주요내용

  현행법은 안전인증, 안전확인 및 공급자적합성확인의 표시 등이 없는 안전관리대상어린이제품의 판매를 중개하거나 구매 또는 수입을 대행한 자 500만원 이하의 과태료를 부과하도록 하고 있음.
  그러나 “안전인증 등이 표시가 없는 안전관리대상어린이제품의 판매를 중개하거나 구매 또는 수입 대행 행위”가 매년 안전관리대상어린이제품 불법유통 적발 비중의 50%를 넘게 차지하고 있어 관련 규정을 강화해야 한다는 지적이 있음. 
  이에 해당 위법행위에 대한 과태료 500만원 이하를 1천만원 이하로 상향하려는 것임(안 제43조제2항제12호)."
2275,389,안전,[2122358] 어린이 식생활안전관리 특별법 일부개정법률안(박영순의원 등 10인) 입법예고중,"제안이유 및 주요내용

  현행법은 어린이 기호식품의 올바른 식생활 정보 제공을 위해 영양성분 표시, 알레르기 유발 식품 표시, 영양성분의 함량표시 및 고카페인 함유 색상 표시 등을 하도록 하고 있지만 유전자변형식품 표기에 대한 별도 규정은 없음. 
  이에 어린이 기호식품의 제조ㆍ가공ㆍ유통ㆍ판매업자는 식품의약품안전처장이 정하는 표시기준 및 방법에 따라 어린이들이 알아보기 쉽게 눈에 띄도록 유전자변형식품 표시를 하도록 함(안 제12조의3 신설)."
2276,390,안전,[2122357] 산업안전보건법 일부개정법률안(박영순의원 등 10인) 입법예고중,"제안이유 및 주요내용

  현행법은 사업주로 하여금 고객응대근로자의 건강장해를 예방하기 위한 조치를 하도록 하고 고객의 폭언 등으로 인해 건강장해가 발생하거나 발생할 현저한 우려가 있는 경우 업무의 일시적 중단 또는 전환 등 필요한 조치를 하도록 하고 있음.
  그러나 2021년 2월 8일에 발표된 국민건강보험 고객센터지부의 노동건강실태조사 결과에 따르면, 근무 중 고객으로부터 욕설 등을 당한 경험이 있는 근로자가 93%에 달하는 등 콜센터 상담사를 비롯한 고객응대근로자는 항시적으로 인간 존엄의 가치와 노동 인격이 파괴되는 고통에 시달리고 있다는 지적이 있음. 
  이에 고객응대근로자의 건강장해 예방을 위한 종합적이고 체계적이며 전 국가적인 대책 마련을 위하여 고용노동부장관으로 하여금 실태조사를 3년마다 실시하여 그 결과를 국가인권위원회와 지방자치단체와 공유하도록 하고 관련 정책 수립의 기초로 삼도록 함으로써 보다 효과적인 대책을 마련하고자 함(안 제41조의2 신설)."
2277,391,안전,[2122354] 전기안전관리법 일부개정법률안(김영호의원 등 10인) 입법예고중,"제안이유 및 주요내용

  현행법은 전기재해를 예방하고 전기설비를 안전하게 관리하기 위하여 공동주택, 다중이용시설 등에 설치한 전기설비의 안전점검과 전기재해를 예방하기 위한 안전조치에 관한 사항 등을 규정하고 있음.
  그런데 최근 전기자동차의 보급이 급격하게 증가하면서 전기자동차로 인한 화재도 급증하고 있는데, 전기자동차 화재는 온도가 1천도까지 빠르게 치솟는 열폭주 현상과 폭발 등의 특징을 보이고 있어 현실적으로 화재진압이 매우 어려운 실정임. 특히, 건물의 지하주차장 등 옥내에서 전기자동차 화재가 발생할 경우 화재진압을 위한 소방차 및 소방인력의 진입이 어려워 대형 참사로 이어질 우려가 높아 이에 대한 대책을 마련할 필요성이 제기되고 있음.
  이에 공공건물 등의 옥내에 전기자동차 충전시설을 설치하는 자는 소화수조ㆍ방화벽 등 대통령령으로 정하는 소방시설을 설치하도록 하고 이를 위반할 경우 과태료를 부과하며, 산업통상자원부장관은 옥내에 설치된 전기자동차 충전시설(이하 “옥내 전기자동차 충전시설”이라 함)에 대하여 한국전기안전공사로 하여금 정기점검을 실시하도록 하고, 산업통상자원부장관 또는 시ㆍ도지사는 옥내 전기자동차 충전시설과 소방시설에 대한 실태조사를 실시할 수 있도록 하며, 산업통상자원부장관은 소방시설을 설치하는 자에게 소방시설의 설치에 필요한 재정적 지원을 할 수 있도록 함으로써 옥내 전기자동차 충전시설에 대한 화재를 예방하고 안전관리를 강화하려는 것임(안 제16조의2 및 제52조제1항제1호의2 신설)."
2278,392,안전,[2122235] 첨단재생의료 및 첨단바이오의약품 안전 및 지원에 관한 법률  일부개정법률안(최종윤의원 등 10인) 입법예고중,"제안이유

  식품의약품안전처장은 희귀질환 치료나 생물테러감염병 치료 등을 목적으로 개발 중인 첨단바이오의약품을 허가ㆍ심사의 신속처리 대상으로 지정할 수 있음.
  또한 식품의약품안전처장은 신속처리 대상으로 지정된 첨단바이오의약품에 대하여 제품의 유효성과 임상시험자료의 상관관계를 보강할 수 있는 임상시험을 실시하거나, 인체에 대한 안전성ㆍ유효성을 확증하기 위한 투약자 대상 임상시험 자료 등을 제출하는 것을 조건으로 품목허가를 하고 있음.
  그런데 조건부 허가는 환자에게 신속하게 의약품을 공급하여 치료기회를 확대하는 측면이 있으나, 안전성ㆍ유효성이 충분하게 검증되지 않은 의약품의 시판으로 인하여 국민 건강에 위해를 끼칠 우려가 있으므로 조건부 허가 시 심의위원회의 의견을 듣도록 하는 등 조건부 허가에 대한 관리ㆍ감독을 강화하려는 것임.


주요내용

가. 식품의약품안전처장이 첨단바이오의약품에 대하여 조건부 허가를 하거나 투약자 대상 임상시험 자료 등의 제출 기간을 연장하는 경우 첨단재생의료 및 첨단바이오의약품 심의위원회의 의견을 듣도록 함(안 제37조제1항).
나. 조건부 허가를 받은 자는 부여받은 조건의 이행 계획 및 경과 등을 식품의약품안전처장에게 보고하도록 함(안 제37조의2 신설)."
2279,393,안전,[2122212] 화재의 예방 및 안전관리에 관한 법률 일부개정법률안(이주환의원 등 11인) 입법예고중,"제안이유 및 주요내용

  현행법은 용접？용단 기구 및 보일러, 난로, 가스？전기시설 등 화기를 사용할 때 준수해야 할 화재 예방조치를 대통령령으로 정하도록 하고 있음.
  그러나 용접？용단기구는 불꽃을 사용하는 기구로서 같은 조에 규정된 다른 기구에 비해 화재 유발 위험성이 특히 높고, 사업장에서의 화재 발생 원인이 되어 「산업안전보건법」상의 중대재해로 이어질 가능성도 높음. 
  소방청에 따르면 최근 5년간(2018～2022년) 용접·용단 화재는 연평균 1,100여 건이 발생하여 건당 2,400만원의 재산피해를 발생시키고 총 인명피해도 421명에 달하였음. 
  이에 용접？용단 등 불꽃을 사용하는 기구의 안전조치에 관한 조문을 신설하여 해당 작업을 하는 사람과 관계인에 대한 안전조치 의무를 부과하고, 안전조치 의무 위반으로 인한 중대재해 발생 시 소방관서장이 이를 관계 행정기관의 장에게 통보하고 해당 기관장의 처리결과 등 관련자료를 회신받아 화재 통계에 반영하도록 하는 등 용접？용단기구 관련 화재 예방과 안전관리를 강화하려는 것임(안 제17조의2 신설 등)."
2280,394,안전,[2122203] 지하안전관리에 관한 특별법 일부개정법률안(허종식의원 등 11인) 입법예고중,"제안이유

  현행법에 따르면 국토교통부장관이나 지방자치단체장 등은 지반침하가 발생하였거나 발생할 우려가 있는 경우에 관련자로 하여금 안전조치를 실시하도록 명할 수 있음.
  그런데 안전조치를 기다릴 수 없을 정도로 긴급한 사정이 있는 경우에는 국토교통부장관이나 지방자치단체장 등이 직접 안전조치를 실시할 필요도 있다는 지적이 제기되고 있음.
  또한 현행법에 따르면 지하시설물관리자 등은 국토교통부장관 등에게 안전점검 결과, 사고발생 사실, 시설물 정비계획 등을 제출ㆍ통보 또는 보고할 의무가 있음.
  그런데 이를 국토교통부장관이 구축ㆍ운영하고 있는 정보시스템인 지하안전정보체계(www.jis.go.kr)에 입력한 경우에는 해당 제출ㆍ통보 또는 보고 행위를 한 것으로 간주함으로써 지하안전에 관한 다양한 정보를 지하안전정보체계에 집중시키고 행정상 의무자의 제출ㆍ통보 또는 보고 행위를 간소화할 필요가 있다는 지적이 제기되고 있음.
  이에 국토교통부장관 등이 지반침하 발생 우려가 있는 지역에 직접 긴급 보수 등 필요한 조치를 취할 수 있도록 하는 근거를 신설하고, 지하안전정보체계에 입력한 행위를 이와 관련된 제출ㆍ통보 또는 보고 행위로 간주함으로써 지반침하로 인한 위해를 방지하고 국민의 각종 의무행위 이행에 편의를 도모하려는 것임.


주요내용

가. 국토교통부장관, 승인기관의 장 또는 지방자치단체의 장은 지하개발 사업으로 인하여 지반침하가 발생하였거나 발생할 우려가 있고 긴급한 안전조치가 필요하다고 인정하는 경우에는 직접 긴급 보수 등 필요한 조치를 취하도록 함(안 제22조의2제4항 및 제5항, 제38조제4항 및 제5항 신설).
나. 국토교통부장관에게 지반침하가 발생할 우려가 있는 지역에 대한 현장조사 권한을 부여하고, 이를 국토안전관리원에 위탁할 수 있도록 함(안 제34조제5항).
다. 국토교통부장관이 지하안전정보체계에 포함할 사항에 건설공사 안전관리계획과 안전관리규정에 관한 사항, 지반침하 사고예방을 위한 긴급안전조치에 관한 사항을 추가함(안 제47조제1항제1호의2 및 제6호의2 신설).
라. 국토교통부장관 등에게 제출ㆍ통보 또는 보고해야 할 사항을 지하안전정보체계에 입력한 경우에는 해당 제출ㆍ통보 또는 보고를 한 것으로 간주함(안 제47조제2항)."
2281,395,안전,[2122055] 재난 및 안전관리 기본법 일부개정법률안(김병욱의원 등 13인) 입법예고중,"제안이유 및 주요내용

  현행법은 사회재난의 정의를 화재와 붕괴, 폭발, 교통사고, 화생방 사고, 환경오염 사고, 감염병 및 가축 전염병 확산, 미세먼지 피해 등으로 규정하고 있음.
  그런데 최근 에너지 수급문제가 발생하여 도시가스요금 및 난방비가 급격하게 인상되면서 취약계층 등 국민의 신체적 고통과 경제적 부담이 가중되고 있음. 
  이에 에너지 수급의 중대한 차질로 인한 피해를 사회재난에 포함함으로써 에너지 수급 관련 재난 발생 시 국가와 지방자치단체의 지원을 통해 취약계층 등 국민의 신체와 재산을 보호하려는 것임(안 제3조제1호)."
2282,396,안전,[2122020] 학교안전사고 예방 및 보상에 관한 법률 일부개정법률안(서병수의원 등 10인) 입법예고중,"제안이유 및 주요내용

  현행법은 교육부장관이 3년마다 학교안전사고 예방에 관한 기본계획을 수립하고, 교육감 및 학교의 장은 매년 지역계획 및 학교계획을 수립하도록 하고 있으며, 교육감이 학교계획에 따른 추진실적을 평가하여 교육부장관에게 제출하도록 하고 있음.
  지역 및 학교 실정에 맞는 계획을 수립하고, 그에 따른 추진실적을 평가하기 위해서는 학교안전사고의 발생추이를 분석ㆍ비교하는 것이 필요하나, 현행법에는 학교안전사고 발생 통계 작성ㆍ관리에 관한 규정이 부재하여 효과적인 정책 추진에 한계가 있는 실정임.
  이에 과학적 통계에 기반하여 학교안전사고 예방을 위한 계획을 수립하고 추진실적을 평가할 수 있도록 학교안전사고 발생에 관한 통계 작성ㆍ관리 및 이에 필요한 시스템의 운영 근거를 마련하고, 전문기관을 통하여 이를 지원할 수 있도록 함으로써 학교안전사고 예방 정책의 실효성을 제고하고자 함(안 제4조의3, 제4조의4 및 제29조제1항)."
2283,397,안전,[2122018] 산업안전보건법 일부개정법률안(박대수의원 등 18인) 입법예고중,"제안이유 및 주요내용

  현행법은 기업의 책무 중 하나로 산업재해에 대해서는 관련 내용을 고용노동부장관에게 보고하도록 하고 있음.
  그러나 재해 발생 시 해당 재해가 「산업재해보상보험법」상 산업재해에 해당하는지 여부에 관하여는 고도의 전문적 판단이 필요한 점, 재해발생 사실을 은폐하거나 축소하여 보고하는 경우 이를 외부에서 파악하기 용이하지 않다는 점 및 무엇보다 재해자의 권리를 빠른 시일 내에 구제하고 「산업안전보건법령」에 맞추어 향후 재발방지 계획을 세우기에는 해당 전문가의 정밀한 진단이 즉각적으로 요구된다는 점 등에 비추어 해당 재해에 관한 외부 전문가의 확인이 필요하다는 의견이 제기됨.  
  이에 산업재해에 대해서 발생 개요ㆍ원인 및 보고 시기, 재발방지 계획 및 대통령령으로 정하는 외부의 독립된 전문가의 의견을 고용노동부장관에게 보고하도록 수정하고자 함(안 제57조제3항)."
2284,398,안전,[2121964] 개인형 이동장치 안전 및 편의 증진에 관한 법률안(양향자의원 등 10인) 입법예고중,"제안이유

  전기를 동력으로 하여 근거리 이동이 가능한 1인용 이동수단인 개인형 이동장치의 개발ㆍ보급이 활성화되면서 이용자가 크게 증가하고 있음. 그런데 개인형 이동장치와 관련된 법 체계의 정비가 이루어지지 않아 이용에 여러 가지 문제점이 발생하고 관련 산업이 활성화되는 데 제약으로 작용하고 있음. 
  특히, 개인형 이동장치 대여사업과 관련된 규정이 없어 자유업 형태로 운영되면서 여러 업체들이 난립하고 있고 개인형 이동장치의 주차ㆍ거치를 위한 제도ㆍ규정도 제대로 마련되어 있지 않은 상황임. 이로 인해 개인형 이동장치가 무분별하게 공급되어 보도, 차도 등에 방치되는 등 보행자의 통행에 큰 불편을 주고 안전사고 위험도 크게 증가하고 있음. 
  또한 부적격자나 음주 이용자의 부주의한 이용으로 크고 작은 안전사고가 발생하면서 개인형 이동장치 이용자와 보행자의 안전에 대한 국민들의 우려가 가중되고 있음.
  이에 개인형 이동장치와 시설에 대한 관리, 이용방법, 거치 그리고 대여사업에 대한 사항을 규정하는 등 법체계를 정비하여 이용자의 편의를 증진하고 관련 산업을 활성화하는 데 기여하고자 함.


주요내용

가. 개인형 이동장치를「도로교통법」 제2조제19호의2에 따른 전기동력을 사용하며 승차인원이 1인인 국토교통부령으로 정하는 크기와 구조를 갖춘 이동장치로 정의함(안 제2조). 
나. 국가와 지방자치단체는 개인형 이동장치 이용의 안전성과 편의성을 도모하기 위하여 개인형 이동장치 이용시설 등 인프라 구축 및 관리, 개인형 이동장치 사고예방을 위한 안전교육을 실시하도록 하고, 개인형 이동장치 공급 관리 계획을 포함한 개인형 이동장치 안전 관리 및 편의 증진에 관한 계획을 수립하도록 함(안 제3조 및 제4조).
다. 시ㆍ도지사 또는 시장ㆍ군수ㆍ구청장이 개인형 이동장치 도로의 지정 및 노선 지정ㆍ고시, 시설기준 마련 등을 할 수 있도록 함(안 제6조).
라. 국가와 지방자치단체는 대중교통시설에 개인형 이동장치 거치구역을 지정하거나 개인형 이동장치 거치대를 설치할 수 있고, 대중교통시설을 설치ㆍ운영하는 자 또는 개인형 이동장치 대여사업자에게 개인형 이동장치 거치대의 설치ㆍ운영을 요청할 수 있도록 함(안 제9조).
마. 개인형 이동장치 무단방치 금지 의무를 신설하고, 무단으로 방치된 개인형 이동장치에 대해 시ㆍ도지사 또는 시장ㆍ군수ㆍ구청장이 처분할 수 있는 근거를 마련함(안 제12조).
바. 개인형 이동장치 대여사업을 운영하고자 하는 자는 대여사업의 운영지역, 운영 대수 등을 포함한 사업계획을 작성하여 국토교통부령으로 정하는 바에 따라 시ㆍ도지사에게 등록하도록 함(안 제16조).
사. 개인형 이동장치 대여사업을 양도ㆍ양수하려는 자는 국토교통부령으로 정하는 바에 따라 시ㆍ도지사에게 신고하도록 함(안 제17조).
아. 시ㆍ도지사는 도시교통의 흐름과 대중교통 연계를 위하여 필요한 경우, 개인형 이동장치 대여사업자의 개인형 이동장치 등록 대수가 이용량을 초과하는 경우, 개인형 이동장치의 거치 환경 개선을 위하여 필요한 경우 등 2년 이내의 범위에서 개인형 이동장치 대여사업 등록을 제한할 수 있도록 함(안 제18조).
자. 대여사업에 이용할 수 있는 개인형 이동장치의 요건을 정하고 대여사업용 개인형 이동장치에 번호판 부착 의무를 부과함(안 제19조).
차. 개인형 이동장치 대여사업자는 대여사업용 개인형 이동장치가 거치제한구역, 거치금지구역 및 도로 등에 무단으로 방치되지 않도록 관리 의무를 부과함(안 제20조제4항).
카. 개인형 이동장치 대여사업자에게 개인형 이동장치로 인한 타인의 생명ㆍ신체나 재산상의 손해를 배상하기 위하여 책임보험가입 의무를 부과함(안 제21조).
타. 개인형 이동장치 대여사업의 공정한 거래질서를 확립하기 위하여 공정거래위원회 위원장과 협의하여 개인형 이동장치 대여에 대한 표준약관 및 표준계약서를 제정하고 공시(公示)를 거쳐 대여사업자 등에게 그 시행을 권고하도록 함(안 제23조)."
